Medicine,Category,Year-Month,Season,Units Sold,Stock Available,Expiry Date
Aspirin,Fever,2024-12,Winter,1420,623,2026-12-31
Phenylephrine,Cold,2024-02,Winter,1585,1704,2026-12-31
Ambroxol,Cough,2024-04,Spring,1436,1527,2026-12-31
Chlorpheniramine Maleate,Cold,2024-06,Summer,1893,1264,2026-12-31
Diphenhydramine,Cold,2024-10,Monsoon,1828,913,2026-12-31
Acebrophylline,Cough,2024-06,Summer,1698,1143,2026-12-31
Bromhexine,Cough,2024-08,Summer,1410,872,2026-12-31
Naproxen,Fever,2024-03,Spring,2053,1446,2026-12-31
Paracetamol,Cold,2024-03,Spring,1830,1346,2026-12-31
Levodropropizine,Cough,2024-07,Summer,1801,808,2026-12-31
Acebrophylline,Cough,2024-09,Monsoon,1791,1143,2026-12-31
Ibuprofen,Fever,2024-05,Spring,1856,1477,2026-12-31
Aspirin,Fever,2024-12,Winter,1625,623,2026-12-31
Montelukast,Cold,2024-01,Winter,1741,1352,2026-12-31
Mefenamic Acid,Fever,2024-04,Spring,1696,1021,2026-12-31
Ibuprofen,Fever,2024-09,Monsoon,1581,1477,2026-12-31
Phenylephrine,Cold,2024-08,Summer,2025,1704,2026-12-31
Phenylephrine,Cold,2024-06,Summer,1673,1704,2026-12-31
Pseudoephedrine,Cold,2024-01,Winter,1644,1024,2026-12-31
Aspirin,Fever,2024-12,Winter,1530,623,2026-12-31
Terbutaline,Cough,2024-11,Monsoon,1590,1365,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-11,Monsoon,1878,922,2026-12-31
Levocetirizine,Cold,2024-10,Monsoon,1746,1150,2026-12-31
Terbutaline,Cough,2024-12,Winter,1581,1365,2026-12-31
Codeine (Prescription Only),Cough,2024-07,Summer,1470,1806,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-06,Summer,1679,922,2026-12-31
Carbocisteine,Cough,2024-05,Spring,1503,698,2026-12-31
Acetaminophen,Fever,2024-04,Spring,2068,1460,2026-12-31
Dextromethorphan,Cough,2024-05,Spring,1480,1445,2026-12-31
Paracetamol,Fever,2024-10,Monsoon,1871,946,2026-12-31
Montelukast,Cold,2024-01,Winter,1601,1352,2026-12-31
Aspirin,Fever,2024-01,Winter,1654,623,2026-12-31
Paracetamol,Fever,2024-02,Winter,1368,946,2026-12-31
Acetaminophen,Fever,2024-10,Monsoon,1804,1460,2026-12-31
Fexofenadine,Cold,2024-01,Winter,1390,1020,2026-12-31
Dextromethorphan,Cough,2024-02,Winter,1611,1445,2026-12-31
Levocetirizine,Cold,2024-10,Monsoon,1940,1150,2026-12-31
Levocetirizine,Cold,2024-06,Summer,1601,1150,2026-12-31
Diphenhydramine,Cold,2024-08,Summer,1690,913,2026-12-31
Codeine (Prescription Only),Cough,2024-01,Winter,1897,1806,2026-12-31
Fexofenadine,Cold,2024-05,Spring,1455,1020,2026-12-31
Acebrophylline,Cough,2024-06,Summer,1687,1143,2026-12-31
Terbutaline,Cough,2024-01,Winter,2035,1365,2026-12-31
Carbocisteine,Cough,2024-02,Winter,1789,698,2026-12-31
Acebrophylline,Cough,2024-08,Summer,1476,1143,2026-12-31
Levodropropizine,Cough,2024-04,Spring,1342,808,2026-12-31
Bromhexine,Cough,2024-02,Winter,1679,872,2026-12-31
Paracetamol,Fever,2024-01,Winter,1369,946,2026-12-31
Levodropropizine,Cough,2024-03,Spring,1466,808,2026-12-31
Ketorolac,Fever,2024-05,Spring,1849,1024,2026-12-31
Carbocisteine,Cough,2024-01,Winter,1716,698,2026-12-31
Fexofenadine,Cold,2024-02,Winter,1672,1020,2026-12-31
Paracetamol,Cold,2024-12,Winter,1260,1346,2026-12-31
Cetirizine,Cold,2024-09,Monsoon,1346,1246,2026-12-31
Paracetamol,Cold,2024-07,Summer,1607,1346,2026-12-31
Fexofenadine,Cold,2024-10,Monsoon,1575,1020,2026-12-31
Cetirizine,Cold,2024-04,Spring,1533,1246,2026-12-31
Ambroxol,Cough,2024-03,Spring,1753,1527,2026-12-31
Naproxen,Fever,2024-05,Spring,1520,1446,2026-12-31
Naproxen,Fever,2024-04,Spring,1802,1446,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-08,Summer,1568,922,2026-12-31
Terbutaline,Cough,2024-12,Winter,1377,1365,2026-12-31
Fexofenadine,Cold,2024-12,Winter,1580,1020,2026-12-31
Dextromethorphan,Cough,2024-04,Spring,1739,1445,2026-12-31
Ibuprofen,Fever,2024-03,Spring,1812,1477,2026-12-31
Mefenamic Acid,Fever,2024-06,Summer,1743,1021,2026-12-31
Acetaminophen,Fever,2024-04,Spring,1999,1460,2026-12-31
Acetaminophen,Fever,2024-03,Spring,1702,1460,2026-12-31
Aspirin,Fever,2024-05,Spring,2015,623,2026-12-31
Terbutaline,Cough,2024-11,Monsoon,1588,1365,2026-12-31
Ambroxol,Cough,2024-06,Summer,1467,1527,2026-12-31
Aspirin,Fever,2024-07,Summer,1613,623,2026-12-31
Acetaminophen,Fever,2024-02,Winter,1656,1460,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-01,Winter,1422,1632,2026-12-31
Ambroxol,Cough,2024-10,Monsoon,1807,1527,2026-12-31
Paracetamol,Cold,2024-01,Winter,1643,1346,2026-12-31
Celecoxib,Fever,2024-02,Winter,1587,1489,2026-12-31
Carbocisteine,Cough,2024-09,Monsoon,1380,698,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-10,Monsoon,1783,1632,2026-12-31
Celecoxib,Fever,2024-04,Spring,1519,1489,2026-12-31
Paracetamol,Fever,2024-01,Winter,1387,946,2026-12-31
Carbocisteine,Cough,2024-07,Summer,1552,698,2026-12-31
Carbocisteine,Cough,2024-12,Winter,1547,698,2026-12-31
Dextromethorphan,Cough,2024-06,Summer,2029,1445,2026-12-31
Carbocisteine,Cough,2024-08,Summer,1726,698,2026-12-31
Celecoxib,Fever,2024-05,Spring,2007,1489,2026-12-31
Acetaminophen,Fever,2024-09,Monsoon,1653,1460,2026-12-31
Phenylephrine,Cold,2024-05,Spring,1922,1704,2026-12-31
Nimesulide,Fever,2024-10,Monsoon,1925,659,2026-12-31
Aspirin,Fever,2024-03,Spring,1756,623,2026-12-31
Guaifenesin,Cough,2024-02,Winter,1544,716,2026-12-31
Nimesulide,Fever,2024-12,Winter,1700,659,2026-12-31
Paracetamol,Cold,2024-06,Summer,1611,1346,2026-12-31
Diclofenac,Fever,2024-08,Summer,2033,1660,2026-12-31
Diphenhydramine,Cold,2024-10,Monsoon,1768,913,2026-12-31
Levodropropizine,Cough,2024-09,Monsoon,2042,808,2026-12-31
Levodropropizine,Cough,2024-12,Winter,1700,808,2026-12-31
Ketorolac,Fever,2024-02,Winter,1632,1024,2026-12-31
Cetirizine,Cold,2024-03,Spring,1857,1246,2026-12-31
Paracetamol,Fever,2024-11,Monsoon,1376,946,2026-12-31
Ambroxol,Cough,2024-03,Spring,1668,1527,2026-12-31
Naproxen,Fever,2024-03,Spring,1855,1446,2026-12-31
Phenylephrine,Cold,2024-02,Winter,1568,1704,2026-12-31
Pseudoephedrine,Cold,2024-10,Monsoon,1777,1024,2026-12-31
Levodropropizine,Cough,2024-10,Monsoon,1710,808,2026-12-31
Phenylephrine,Cold,2024-10,Monsoon,1823,1704,2026-12-31
Montelukast,Cold,2024-02,Winter,1315,1352,2026-12-31
Aspirin,Fever,2024-08,Summer,1566,623,2026-12-31
Terbutaline,Cough,2024-03,Spring,1962,1365,2026-12-31
Celecoxib,Fever,2024-03,Spring,1490,1489,2026-12-31
Paracetamol,Fever,2024-11,Monsoon,1395,946,2026-12-31
Ketorolac,Fever,2024-02,Winter,1524,1024,2026-12-31
Acetaminophen,Fever,2024-09,Monsoon,1558,1460,2026-12-31
Acetaminophen,Fever,2024-11,Monsoon,1541,1460,2026-12-31
Aspirin,Fever,2024-03,Spring,1895,623,2026-12-31
Cetirizine,Cold,2024-03,Spring,1633,1246,2026-12-31
Dextromethorphan,Cough,2024-03,Spring,1502,1445,2026-12-31
Nimesulide,Fever,2024-07,Summer,1522,659,2026-12-31
Fexofenadine,Cold,2024-09,Monsoon,1697,1020,2026-12-31
Nimesulide,Fever,2024-01,Winter,2112,659,2026-12-31
Bromhexine,Cough,2024-01,Winter,1529,872,2026-12-31
Aspirin,Fever,2024-07,Summer,1760,623,2026-12-31
Diphenhydramine,Cold,2024-02,Winter,1656,913,2026-12-31
Ambroxol,Cough,2024-05,Spring,1853,1527,2026-12-31
Levocetirizine,Cold,2024-08,Summer,1749,1150,2026-12-31
Acebrophylline,Cough,2024-05,Spring,1607,1143,2026-12-31
Guaifenesin,Cough,2024-05,Spring,1632,716,2026-12-31
Montelukast,Cold,2024-04,Spring,1890,1352,2026-12-31
Dextromethorphan,Cough,2024-06,Summer,1891,1445,2026-12-31
Bromhexine,Cough,2024-03,Spring,1762,872,2026-12-31
Acebrophylline,Cough,2024-06,Summer,1547,1143,2026-12-31
Celecoxib,Fever,2024-06,Summer,1594,1489,2026-12-31
Paracetamol,Fever,2024-02,Winter,1249,946,2026-12-31
Levodropropizine,Cough,2024-10,Monsoon,1823,808,2026-12-31
Aspirin,Fever,2024-06,Summer,1469,623,2026-12-31
Dextromethorphan,Cough,2024-03,Spring,1573,1445,2026-12-31
Mefenamic Acid,Fever,2024-12,Winter,1817,1021,2026-12-31
Pseudoephedrine,Cold,2024-07,Summer,1630,1024,2026-12-31
Fexofenadine,Cold,2024-12,Winter,1520,1020,2026-12-31
Naproxen,Fever,2024-06,Summer,1706,1446,2026-12-31
Acetaminophen,Fever,2024-12,Winter,1993,1460,2026-12-31
Paracetamol,Cold,2024-07,Summer,1458,1346,2026-12-31
Diphenhydramine,Cold,2024-05,Spring,1335,913,2026-12-31
Cetirizine,Cold,2024-05,Spring,1920,1246,2026-12-31
Ambroxol,Cough,2024-06,Summer,1511,1527,2026-12-31
Terbutaline,Cough,2024-09,Monsoon,1852,1365,2026-12-31
Ambroxol,Cough,2024-10,Monsoon,1637,1527,2026-12-31
Acetaminophen,Fever,2024-08,Summer,1778,1460,2026-12-31
Levodropropizine,Cough,2024-09,Monsoon,2045,808,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-06,Summer,1523,922,2026-12-31
Guaifenesin,Cough,2024-09,Monsoon,1345,716,2026-12-31
Montelukast,Cold,2024-06,Summer,1756,1352,2026-12-31
Naproxen,Fever,2024-01,Winter,1692,1446,2026-12-31
Cetirizine,Cold,2024-05,Spring,1778,1246,2026-12-31
Celecoxib,Fever,2024-11,Monsoon,1857,1489,2026-12-31
Carbocisteine,Cough,2024-09,Monsoon,1187,698,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-01,Winter,1567,1632,2026-12-31
Diphenhydramine,Cold,2024-09,Monsoon,1323,913,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-11,Monsoon,1640,1632,2026-12-31
Acetaminophen,Fever,2024-09,Monsoon,1809,1460,2026-12-31
Nimesulide,Fever,2024-11,Monsoon,1644,659,2026-12-31
Cetirizine,Cold,2024-10,Monsoon,1591,1246,2026-12-31
Levocetirizine,Cold,2024-01,Winter,1345,1150,2026-12-31
Levocetirizine,Cold,2024-09,Monsoon,1920,1150,2026-12-31
Ibuprofen,Fever,2024-09,Monsoon,1524,1477,2026-12-31
Chlorpheniramine Maleate,Cold,2024-08,Summer,1408,1264,2026-12-31
Diphenhydramine,Cold,2024-02,Winter,1606,913,2026-12-31
Pseudoephedrine,Cold,2024-09,Monsoon,1662,1024,2026-12-31
Aspirin,Fever,2024-09,Monsoon,1651,623,2026-12-31
Ambroxol,Cough,2024-01,Winter,1739,1527,2026-12-31
Celecoxib,Fever,2024-12,Winter,1812,1489,2026-12-31
Dextromethorphan,Cough,2024-07,Summer,1875,1445,2026-12-31
Terbutaline,Cough,2024-05,Spring,1604,1365,2026-12-31
Ibuprofen,Fever,2024-02,Winter,1550,1477,2026-12-31
Mefenamic Acid,Fever,2024-12,Winter,1945,1021,2026-12-31
Phenylephrine,Cold,2024-05,Spring,1905,1704,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-02,Winter,1420,922,2026-12-31
Terbutaline,Cough,2024-07,Summer,1719,1365,2026-12-31
Diphenhydramine,Cold,2024-05,Spring,1486,913,2026-12-31
Carbocisteine,Cough,2024-03,Spring,1936,698,2026-12-31
Chlorpheniramine Maleate,Cold,2024-06,Summer,1677,1264,2026-12-31
Dextromethorphan,Cough,2024-01,Winter,1820,1445,2026-12-31
Guaifenesin,Cough,2024-01,Winter,1862,716,2026-12-31
Diphenhydramine,Cold,2024-02,Winter,1687,913,2026-12-31
Guaifenesin,Cough,2024-03,Spring,1562,716,2026-12-31
Ketorolac,Fever,2024-08,Summer,1686,1024,2026-12-31
Ambroxol,Cough,2024-10,Monsoon,1522,1527,2026-12-31
Mefenamic Acid,Fever,2024-05,Spring,1696,1021,2026-12-31
Acetaminophen,Fever,2024-02,Winter,1790,1460,2026-12-31
Ambroxol,Cough,2024-01,Winter,1758,1527,2026-12-31
Mefenamic Acid,Fever,2024-02,Winter,1564,1021,2026-12-31
Paracetamol,Cold,2024-11,Monsoon,1379,1346,2026-12-31
Montelukast,Cold,2024-04,Spring,1723,1352,2026-12-31
Terbutaline,Cough,2024-03,Spring,1906,1365,2026-12-31
Celecoxib,Fever,2024-11,Monsoon,1822,1489,2026-12-31
Celecoxib,Fever,2024-02,Winter,1791,1489,2026-12-31
Codeine (Prescription Only),Cough,2024-06,Summer,1641,1806,2026-12-31
Terbutaline,Cough,2024-04,Spring,1701,1365,2026-12-31
Acebrophylline,Cough,2024-10,Monsoon,1452,1143,2026-12-31
Pseudoephedrine,Cold,2024-02,Winter,1554,1024,2026-12-31
Diclofenac,Fever,2024-01,Winter,1808,1660,2026-12-31
Aspirin,Fever,2024-03,Spring,1777,623,2026-12-31
Terbutaline,Cough,2024-01,Winter,1863,1365,2026-12-31
Mefenamic Acid,Fever,2024-04,Spring,1551,1021,2026-12-31
Bromhexine,Cough,2024-03,Spring,1894,872,2026-12-31
Fexofenadine,Cold,2024-10,Monsoon,1888,1020,2026-12-31
Ambroxol,Cough,2024-06,Summer,1350,1527,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-11,Monsoon,1900,922,2026-12-31
Dextromethorphan,Cough,2024-10,Monsoon,1662,1445,2026-12-31
Celecoxib,Fever,2024-05,Spring,1997,1489,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-01,Winter,1430,1632,2026-12-31
Naproxen,Fever,2024-04,Spring,1675,1446,2026-12-31
Acebrophylline,Cough,2024-10,Monsoon,1438,1143,2026-12-31
Terbutaline,Cough,2024-01,Winter,1868,1365,2026-12-31
Levocetirizine,Cold,2024-09,Monsoon,1881,1150,2026-12-31
Aspirin,Fever,2024-04,Spring,1608,623,2026-12-31
Diclofenac,Fever,2024-01,Winter,1781,1660,2026-12-31
Pseudoephedrine,Cold,2024-01,Winter,1834,1024,2026-12-31
Codeine (Prescription Only),Cough,2024-07,Summer,1581,1806,2026-12-31
Ambroxol,Cough,2024-06,Summer,1507,1527,2026-12-31
Diclofenac,Fever,2024-03,Spring,1896,1660,2026-12-31
Acetaminophen,Fever,2024-08,Summer,1707,1460,2026-12-31
Aspirin,Fever,2024-05,Spring,1934,623,2026-12-31
Diclofenac,Fever,2024-05,Spring,1612,1660,2026-12-31
Mefenamic Acid,Fever,2024-08,Summer,1728,1021,2026-12-31
Fexofenadine,Cold,2024-12,Winter,1677,1020,2026-12-31
Acebrophylline,Cough,2024-10,Monsoon,1726,1143,2026-12-31
Diclofenac,Fever,2024-04,Spring,1778,1660,2026-12-31
Ketorolac,Fever,2024-10,Monsoon,1522,1024,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-10,Monsoon,1678,1632,2026-12-31
Ibuprofen,Fever,2024-12,Winter,1614,1477,2026-12-31
Nimesulide,Fever,2024-04,Spring,1712,659,2026-12-31
Carbocisteine,Cough,2024-06,Summer,1594,698,2026-12-31
Paracetamol,Cold,2024-12,Winter,1401,1346,2026-12-31
Acetaminophen,Fever,2024-01,Winter,1545,1460,2026-12-31
Paracetamol,Cold,2024-08,Summer,1620,1346,2026-12-31
Levocetirizine,Cold,2024-12,Winter,1512,1150,2026-12-31
Dextromethorphan,Cough,2024-08,Summer,1586,1445,2026-12-31
Terbutaline,Cough,2024-10,Monsoon,1927,1365,2026-12-31
Levodropropizine,Cough,2024-08,Summer,1757,808,2026-12-31
Paracetamol,Cold,2024-12,Winter,1308,1346,2026-12-31
Mefenamic Acid,Fever,2024-12,Winter,1848,1021,2026-12-31
Montelukast,Cold,2024-10,Monsoon,1670,1352,2026-12-31
Paracetamol,Fever,2024-04,Spring,1306,946,2026-12-31
Dextromethorphan,Cough,2024-07,Summer,1785,1445,2026-12-31
Chlorpheniramine Maleate,Cold,2024-03,Spring,1836,1264,2026-12-31
Pseudoephedrine,Cold,2024-06,Summer,1313,1024,2026-12-31
Cetirizine,Cold,2024-07,Summer,1700,1246,2026-12-31
Paracetamol,Fever,2024-05,Spring,1762,946,2026-12-31
Pseudoephedrine,Cold,2024-09,Monsoon,1960,1024,2026-12-31
Phenylephrine,Cold,2024-07,Summer,1352,1704,2026-12-31
Diclofenac,Fever,2024-01,Winter,1744,1660,2026-12-31
Chlorpheniramine Maleate,Cold,2024-02,Winter,1578,1264,2026-12-31
Dextromethorphan,Cough,2024-05,Spring,1526,1445,2026-12-31
Fexofenadine,Cold,2024-09,Monsoon,1973,1020,2026-12-31
Nimesulide,Fever,2024-07,Summer,1567,659,2026-12-31
Levocetirizine,Cold,2024-06,Summer,1501,1150,2026-12-31
Montelukast,Cold,2024-09,Monsoon,1373,1352,2026-12-31
Chlorpheniramine Maleate,Cold,2024-08,Summer,1397,1264,2026-12-31
Phenylephrine,Cold,2024-12,Winter,1360,1704,2026-12-31
Fexofenadine,Cold,2024-03,Spring,2158,1020,2026-12-31
Mefenamic Acid,Fever,2024-08,Summer,1634,1021,2026-12-31
Fexofenadine,Cold,2024-05,Spring,1537,1020,2026-12-31
Ibuprofen,Fever,2024-02,Winter,1731,1477,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-05,Spring,1604,1632,2026-12-31
Aspirin,Fever,2024-09,Monsoon,1596,623,2026-12-31
Bromhexine,Cough,2024-06,Summer,1582,872,2026-12-31
Celecoxib,Fever,2024-08,Summer,1666,1489,2026-12-31
Cetirizine,Cold,2024-09,Monsoon,1365,1246,2026-12-31
Cetirizine,Cold,2024-11,Monsoon,1636,1246,2026-12-31
Bromhexine,Cough,2024-05,Spring,1744,872,2026-12-31
Carbocisteine,Cough,2024-01,Winter,1689,698,2026-12-31
Ibuprofen,Fever,2024-08,Summer,1528,1477,2026-12-31
Aspirin,Fever,2024-02,Winter,1581,623,2026-12-31
Ketorolac,Fever,2024-10,Monsoon,1698,1024,2026-12-31
Paracetamol,Cold,2024-06,Summer,1652,1346,2026-12-31
Dextromethorphan,Cough,2024-02,Winter,1360,1445,2026-12-31
Carbocisteine,Cough,2024-01,Winter,1546,698,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-10,Monsoon,1805,1632,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-05,Spring,1706,1632,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-08,Summer,1723,922,2026-12-31
Levodropropizine,Cough,2024-01,Winter,1731,808,2026-12-31
Fexofenadine,Cold,2024-07,Summer,1873,1020,2026-12-31
Cetirizine,Cold,2024-08,Summer,1682,1246,2026-12-31
Dextromethorphan,Cough,2024-03,Spring,1720,1445,2026-12-31
Diclofenac,Fever,2024-01,Winter,1822,1660,2026-12-31
Pseudoephedrine,Cold,2024-01,Winter,1554,1024,2026-12-31
Levocetirizine,Cold,2024-08,Summer,1570,1150,2026-12-31
Ibuprofen,Fever,2024-05,Spring,1865,1477,2026-12-31
Montelukast,Cold,2024-11,Monsoon,1615,1352,2026-12-31
Ibuprofen,Fever,2024-01,Winter,1646,1477,2026-12-31
Diphenhydramine,Cold,2024-03,Spring,1474,913,2026-12-31
Paracetamol,Cold,2024-05,Spring,1529,1346,2026-12-31
Fexofenadine,Cold,2024-07,Summer,1929,1020,2026-12-31
Chlorpheniramine Maleate,Cold,2024-01,Winter,1577,1264,2026-12-31
Cetirizine,Cold,2024-12,Winter,1940,1246,2026-12-31
Acebrophylline,Cough,2024-04,Spring,1537,1143,2026-12-31
Levodropropizine,Cough,2024-04,Spring,1426,808,2026-12-31
Paracetamol,Fever,2024-05,Spring,1833,946,2026-12-31
Naproxen,Fever,2024-12,Winter,1569,1446,2026-12-31
Ketorolac,Fever,2024-02,Winter,1608,1024,2026-12-31
Nimesulide,Fever,2024-05,Spring,1909,659,2026-12-31
Fexofenadine,Cold,2024-05,Spring,1579,1020,2026-12-31
Naproxen,Fever,2024-07,Summer,1692,1446,2026-12-31
Paracetamol,Fever,2024-06,Summer,1285,946,2026-12-31
Aspirin,Fever,2024-03,Spring,1746,623,2026-12-31
Acebrophylline,Cough,2024-03,Spring,1526,1143,2026-12-31
Celecoxib,Fever,2024-10,Monsoon,1635,1489,2026-12-31
Terbutaline,Cough,2024-06,Summer,1571,1365,2026-12-31
Cetirizine,Cold,2024-07,Summer,1580,1246,2026-12-31
Bromhexine,Cough,2024-07,Summer,1940,872,2026-12-31
Codeine (Prescription Only),Cough,2024-06,Summer,1802,1806,2026-12-31
Aspirin,Fever,2024-08,Summer,1638,623,2026-12-31
Diclofenac,Fever,2024-11,Monsoon,1879,1660,2026-12-31
Phenylephrine,Cold,2024-08,Summer,1901,1704,2026-12-31
Levodropropizine,Cough,2024-07,Summer,1794,808,2026-12-31
Celecoxib,Fever,2024-12,Winter,1508,1489,2026-12-31
Mefenamic Acid,Fever,2024-10,Monsoon,1723,1021,2026-12-31
Ambroxol,Cough,2024-04,Spring,1617,1527,2026-12-31
Celecoxib,Fever,2024-04,Spring,1687,1489,2026-12-31
Levodropropizine,Cough,2024-05,Spring,1240,808,2026-12-31
Ketorolac,Fever,2024-01,Winter,1440,1024,2026-12-31
Diphenhydramine,Cold,2024-03,Spring,1497,913,2026-12-31
Diclofenac,Fever,2024-07,Summer,1557,1660,2026-12-31
Levodropropizine,Cough,2024-01,Winter,1639,808,2026-12-31
Dextromethorphan,Cough,2024-08,Summer,1626,1445,2026-12-31
Diphenhydramine,Cold,2024-06,Summer,1713,913,2026-12-31
Bromhexine,Cough,2024-09,Monsoon,1627,872,2026-12-31
Paracetamol,Cold,2024-09,Monsoon,1514,1346,2026-12-31
Celecoxib,Fever,2024-08,Summer,1657,1489,2026-12-31
Ketorolac,Fever,2024-11,Monsoon,1489,1024,2026-12-31
Diphenhydramine,Cold,2024-05,Spring,1369,913,2026-12-31
Terbutaline,Cough,2024-09,Monsoon,1898,1365,2026-12-31
Naproxen,Fever,2024-01,Winter,1673,1446,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-05,Spring,1733,922,2026-12-31
Dextromethorphan,Cough,2024-06,Summer,2115,1445,2026-12-31
Diphenhydramine,Cold,2024-06,Summer,1727,913,2026-12-31
Paracetamol,Fever,2024-11,Monsoon,1409,946,2026-12-31
Chlorpheniramine Maleate,Cold,2024-06,Summer,1689,1264,2026-12-31
Pseudoephedrine,Cold,2024-01,Winter,1675,1024,2026-12-31
Bromhexine,Cough,2024-10,Monsoon,1549,872,2026-12-31
Ketorolac,Fever,2024-12,Winter,1834,1024,2026-12-31
Levocetirizine,Cold,2024-09,Monsoon,1620,1150,2026-12-31
Chlorpheniramine Maleate,Cold,2024-10,Monsoon,1480,1264,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-07,Summer,1554,922,2026-12-31
Carbocisteine,Cough,2024-02,Winter,1583,698,2026-12-31
Ketorolac,Fever,2024-04,Spring,1970,1024,2026-12-31
Celecoxib,Fever,2024-09,Monsoon,1388,1489,2026-12-31
Acetaminophen,Fever,2024-08,Summer,1569,1460,2026-12-31
Levocetirizine,Cold,2024-06,Summer,1605,1150,2026-12-31
Montelukast,Cold,2024-02,Winter,1330,1352,2026-12-31
Ibuprofen,Fever,2024-09,Monsoon,1682,1477,2026-12-31
Chlorpheniramine Maleate,Cold,2024-08,Summer,1489,1264,2026-12-31
Ambroxol,Cough,2024-07,Summer,1705,1527,2026-12-31
Guaifenesin,Cough,2024-06,Summer,1597,716,2026-12-31
Levocetirizine,Cold,2024-07,Summer,1434,1150,2026-12-31
Acetaminophen,Fever,2024-01,Winter,1378,1460,2026-12-31
Diphenhydramine,Cold,2024-03,Spring,1648,913,2026-12-31
Diclofenac,Fever,2024-07,Summer,1651,1660,2026-12-31
Celecoxib,Fever,2024-05,Spring,1935,1489,2026-12-31
Paracetamol,Fever,2024-04,Spring,1340,946,2026-12-31
Mefenamic Acid,Fever,2024-08,Summer,1764,1021,2026-12-31
Naproxen,Fever,2024-10,Monsoon,1354,1446,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-07,Summer,1495,922,2026-12-31
Codeine (Prescription Only),Cough,2024-10,Monsoon,1782,1806,2026-12-31
Pseudoephedrine,Cold,2024-10,Monsoon,1641,1024,2026-12-31
Terbutaline,Cough,2024-09,Monsoon,1682,1365,2026-12-31
Pseudoephedrine,Cold,2024-07,Summer,1628,1024,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-01,Winter,1735,922,2026-12-31
Cetirizine,Cold,2024-04,Spring,1469,1246,2026-12-31
Pseudoephedrine,Cold,2024-07,Summer,1511,1024,2026-12-31
Aspirin,Fever,2024-01,Winter,1665,623,2026-12-31
Paracetamol,Fever,2024-04,Spring,1447,946,2026-12-31
Bromhexine,Cough,2024-05,Spring,1788,872,2026-12-31
Bromhexine,Cough,2024-11,Monsoon,1684,872,2026-12-31
Chlorpheniramine Maleate,Cold,2024-08,Summer,1490,1264,2026-12-31
Ketorolac,Fever,2024-01,Winter,1643,1024,2026-12-31
Diclofenac,Fever,2024-12,Winter,1717,1660,2026-12-31
Cetirizine,Cold,2024-08,Summer,1671,1246,2026-12-31
Mefenamic Acid,Fever,2024-09,Monsoon,1720,1021,2026-12-31
Diphenhydramine,Cold,2024-09,Monsoon,1109,913,2026-12-31
Dextromethorphan,Cough,2024-12,Winter,1597,1445,2026-12-31
Paracetamol,Cold,2024-11,Monsoon,1507,1346,2026-12-31
Pseudoephedrine,Cold,2024-02,Winter,1769,1024,2026-12-31
Codeine (Prescription Only),Cough,2024-11,Monsoon,1783,1806,2026-12-31
Ambroxol,Cough,2024-12,Winter,2037,1527,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-12,Winter,1628,1632,2026-12-31
Mefenamic Acid,Fever,2024-11,Monsoon,1636,1021,2026-12-31
Terbutaline,Cough,2024-10,Monsoon,1739,1365,2026-12-31
Acetaminophen,Fever,2024-08,Summer,1768,1460,2026-12-31
Pseudoephedrine,Cold,2024-07,Summer,1540,1024,2026-12-31
Montelukast,Cold,2024-01,Winter,1576,1352,2026-12-31
Celecoxib,Fever,2024-04,Spring,1652,1489,2026-12-31
Ketorolac,Fever,2024-12,Winter,1639,1024,2026-12-31
Phenylephrine,Cold,2024-09,Monsoon,1669,1704,2026-12-31
Ambroxol,Cough,2024-12,Winter,2107,1527,2026-12-31
Montelukast,Cold,2024-08,Summer,2039,1352,2026-12-31
Carbocisteine,Cough,2024-05,Spring,1480,698,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-07,Summer,2156,1632,2026-12-31
Ketorolac,Fever,2024-02,Winter,1457,1024,2026-12-31
Aspirin,Fever,2024-01,Winter,1661,623,2026-12-31
Naproxen,Fever,2024-10,Monsoon,1451,1446,2026-12-31
